# jobid<TAB>name<TAB>resubmit-command (executed with bash -c; $EX expands to current exclude list)
DONE12272798	canDICE_drift	sbatch --parsable --job-name=canDICE_drift --qos=embers --account=gts-agarg35 --time=8:00:00 --exclude=__EX__ /storage/home/hcoda1/8/lwang831/workspace/dice_rl_official/scripts/dice_rl_generic.sbatch finetune can ft_distill_residual_drift_field_mlp 42 base_policy_path= logdir=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-finetune/can_DICE_drift_s42 model.actor_mode=residual ++train.auto_resume=true
DONE12272799	canCAST_flow	sbatch --parsable --job-name=canCAST_flow --qos=embers --account=gts-agarg35 --time=8:00:00 --exclude=__EX__ /storage/home/hcoda1/8/lwang831/workspace/dice_rl_official/scripts/dice_rl_generic.sbatch finetune can ft_distill_residual_flow_field_mlp 42 base_policy_path= logdir=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-finetune/can_CAST_flow_s42  ++train.auto_resume=true
DONE12272800	canDICE_flow	sbatch --parsable --job-name=canDICE_flow --qos=embers --account=gts-agarg35 --time=8:00:00 --exclude=__EX__ /storage/home/hcoda1/8/lwang831/workspace/dice_rl_official/scripts/dice_rl_generic.sbatch finetune can ft_distill_residual_flow_field_mlp 42 base_policy_path= logdir=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-finetune/can_DICE_flow_s42 model.actor_mode=residual ++train.auto_resume=true
12272804	qsmB	sbatch --parsable --job-name=qsmB --qos=embers --account=gts-agarg35 --time=8:00:00 --cpus-per-task=12 --exclude=__EX__ /storage/home/hcoda1/8/lwang831/workspace/dice_rl_official/scripts/dice_rl_generic.sbatch finetune square ft_qsm_diffusion_mlp 42 base_policy_path=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-pretrain/square_diff_baselinearch_42/checkpoint/state_8000.pt logdir=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-finetune/square_qsmBOUND_inferno_s42 train.n_train_itr=300 train.save_model_freq=25 +train.target_max_norm=0.8
12272805	dqlB	sbatch --parsable --job-name=dqlB --qos=embers --account=gts-agarg35 --time=8:00:00 --cpus-per-task=12 --exclude=__EX__ /storage/home/hcoda1/8/lwang831/workspace/dice_rl_official/scripts/dice_rl_generic.sbatch finetune square ft_dql_diffusion_mlp 42 base_policy_path=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-pretrain/square_diff_baselinearch_42/checkpoint/state_8000.pt logdir=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-finetune/square_dqlBOUND_inferno_s42 train.n_train_itr=300 train.save_model_freq=25 +train.action_grad_max_norm=0.1
12272806	dipoFB	sbatch --parsable --job-name=dipoFB --qos=embers --account=gts-agarg35 --time=8:00:00 --cpus-per-task=12 --exclude=__EX__ /storage/home/hcoda1/8/lwang831/workspace/dice_rl_official/scripts/dice_rl_generic.sbatch finetune square ft_dipo_diffusion_mlp 42 base_policy_path=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-pretrain/square_diff_baselinearch_42/checkpoint/state_8000.pt logdir=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-finetune/square_dipoFROZENBASE_inferno_s42 train.n_train_itr=300 train.save_model_freq=25 +train.anchor_to_base_radius=0.15 +train.keep_buffer_actions=true
12279196	canCAST_drift	sbatch --parsable --job-name=canCAST_drift --qos=embers --account=gts-agarg35 --time=8:00:00 --exclude=__EX__ /storage/home/hcoda1/8/lwang831/workspace/dice_rl_official/scripts/dice_rl_generic.sbatch finetune can ft_distill_residual_drift_field_mlp 42 base_policy_path= logdir=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-finetune/can_CAST_drift_s42  ++train.auto_resume=true
12279197	canDICE_drift	sbatch --parsable --job-name=canDICE_drift --qos=embers --account=gts-agarg35 --time=8:00:00 --exclude=__EX__ /storage/home/hcoda1/8/lwang831/workspace/dice_rl_official/scripts/dice_rl_generic.sbatch finetune can ft_distill_residual_drift_field_mlp 42 base_policy_path= logdir=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-finetune/can_DICE_drift_s42 model.actor_mode=residual ++train.auto_resume=true
12279198	canCAST_flow	sbatch --parsable --job-name=canCAST_flow --qos=embers --account=gts-agarg35 --time=8:00:00 --exclude=__EX__ /storage/home/hcoda1/8/lwang831/workspace/dice_rl_official/scripts/dice_rl_generic.sbatch finetune can ft_distill_residual_flow_field_mlp 42 base_policy_path= logdir=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-finetune/can_CAST_flow_s42  ++train.auto_resume=true
12279199	canDICE_flow	sbatch --parsable --job-name=canDICE_flow --qos=embers --account=gts-agarg35 --time=8:00:00 --exclude=__EX__ /storage/home/hcoda1/8/lwang831/workspace/dice_rl_official/scripts/dice_rl_generic.sbatch finetune can ft_distill_residual_flow_field_mlp 42 base_policy_path= logdir=/storage/cedar/cedar0/cedarp-agarg35-0/liquan.w/imitation_scratch/dice_rl_official/log_dir/robomimic-finetune/can_DICE_flow_s42 model.actor_mode=residual ++train.auto_resume=true
pe_fmB_t8	powered_eval_one.sbatch
pe_fmB_t81	powered_eval_one.sbatch
fmB_mt_s10000	field_hard8_drift.sbatch
fmB_mt_s10001	field_hard8_drift.sbatch
fmB_mt_s10002	field_hard8_drift.sbatch
